time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/n_updates,train/disc_loss,train/learning_rate,train/surrogate_reward_std,train/surrogate_reward_mean,train/critic_loss
62,6992.38971811,6728,423,1000.0,423000,-42.75158958435058,412000,0.8649305760860443,0.001,0.03451502340809406,0.48821818035840986,2.18144762969017
62,6991.86697065,6748,424,1000.0,424000,-42.57807164001465,413000,0.8543975949287415,0.001,0.03197284279813702,0.45163314604759214,2.1738744671344756
62,6990.873209580001,6771,425,1000.0,425000,-42.572638969421384,414000,0.857096129655838,0.001,0.03187158490252304,0.4651202619969845,2.174821219444275
62,6991.418822840001,6793,426,1000.0,426000,-42.616887435913085,415000,0.8609967112541199,0.001,0.03503502530578211,0.49265655624866483,2.0957288852930067
62,6993.21971285,6814,427,1000.0,427000,-42.764926490783694,416000,0.8533793032169342,0.001,0.03558388571007654,0.4905569902956486,2.1115154728889465
62,6997.5429213,6837,428,1000.0,428000,-42.56572925567627,417000,0.8689494848251342,0.001,0.032846743190807715,0.47881236106157304,2.0569394854307173
62,7001.225049340001,6861,429,1000.0,429000,-42.58433824157715,418000,0.8606974899768829,0.001,0.034058630347876394,0.4856815739870071,1.9991197137832641
62,7004.32746514,6877,430,1000.0,430000,-42.59592071533203,419000,0.8728768408298493,0.001,0.03474112189918952,0.4971147249341011,1.9966300147771836
62,6999.20848072,6899,431,1000.0,431000,-42.63982843017578,420000,0.8834864318370819,0.001,0.03183119737275441,0.4830718879699707,2.0044660283327103
62,6998.68891097,6915,432,1000.0,432000,-42.51720708465576,421000,0.8765206217765809,0.001,0.034072103616477736,0.4856254057884216,1.9946365152597427
62,6996.706146839998,6929,433,1000.0,433000,-42.627622917175295,422000,0.8808608174324035,0.001,0.035693044990353015,0.5113824843168259,2.015083037495613
62,6998.514442210001,6944,434,1000.0,434000,-42.64865885162354,423000,0.8737356543540955,0.001,0.033347941730570076,0.4871719207167625,1.9844116297960281
62,6999.34945834,6955,435,1000.0,435000,-42.66119000244141,424000,0.8966116726398468,0.001,0.033144015275888665,0.4834227592945099,1.9588411185741426
62,7000.608201360001,6966,436,1000.0,436000,-42.71634914398194,425000,0.8750253558158875,0.001,0.03302284713001752,0.48774109077453615,1.9708592861890792
62,6999.982071410001,6979,437,1000.0,437000,-42.68906423950195,426000,0.889555138349533,0.001,0.032730811170634824,0.47534615963697435,1.9412188225984572
62,6998.397338070001,6991,438,1000.0,438000,-42.6425876083374,427000,0.8693430542945861,0.001,0.03252280684621159,0.47837654638290406,1.9695716350078583
62,6989.64480308,7002,439,1000.0,439000,-42.71062200164795,428000,0.8898316919803619,0.001,0.033163877716308666,0.49161972203850746,2.003114971756935
62,6990.00835277,7012,440,1000.0,440000,-42.44190169525147,429000,0.8751024544239044,0.001,0.03332226316212531,0.4925847490429878,1.9425959700345994
62,6988.071574580001,7023,441,1000.0,441000,-42.56933233642578,430000,0.8905051112174988,0.001,0.03176131540442982,0.47535116159915924,2.036482053875923
62,6990.826903869998,7037,442,1000.0,442000,-42.48269963073731,431000,0.888050091266632,0.001,0.03259973607835065,0.4854287104308605,1.96794440639019
62,6993.04711634,7049,443,1000.0,443000,-42.38757263183594,432000,0.9230246007442474,0.001,0.03074013091204499,0.4683459204137325,1.9794571927785873
62,6990.570971849999,7059,444,1000.0,444000,-42.36028247833252,433000,0.8951299250125885,0.001,0.032272147100047915,0.47707923904061317,1.9193255833387375
62,6989.61181628,7070,445,1000.0,445000,-42.24667943572998,434000,0.8885362327098847,0.001,0.031726857833133816,0.4742443966269493,1.918223047375679
62,6990.685529780001,7080,446,1000.0,446000,-42.11736656188965,435000,0.9010542273521424,0.001,0.031053799605300553,0.46598158007860185,1.9171521681547166
63,6989.702020720001,7093,447,1000.0,447000,-42.00819017028809,436000,0.8758388876914978,0.001,0.03237962874084161,0.48946619936823843,1.8544537292718888
63,6998.639637360003,7103,448,1000.0,448000,-42.07341320037842,437000,0.8959982395172119,0.001,0.035616604868823065,0.5093491914868354,1.965670806646347
63,7003.661431540002,7113,449,1000.0,449000,-42.19087935638428,438000,0.914463895559311,0.001,0.03306521790360938,0.4847984677255154,1.9513292129039765
63,7003.9505656,7123,450,1000.0,450000,-42.16708898925781,439000,0.9196122169494629,0.001,0.03536710700106682,0.5139318195581436,1.9273064596652985
63,7001.419493550001,7133,451,1000.0,451000,-41.97625690460205,440000,0.9015017449855804,0.001,0.029705961637515495,0.4690626503229141,1.9922132115364075
63,7001.062898749999,7143,452,1000.0,452000,-42.098877151489255,441000,0.9188629686832428,0.001,0.0353284840298497,0.5026307740807533,1.9822721829414367
63,7008.347373069999,7153,453,1000.0,453000,-41.98911627960205,442000,0.9174612581729888,0.001,0.031185226766120105,0.47872689762711523,1.9473117241859437
63,7006.976787379998,7163,454,1000.0,454000,-42.142394989013674,443000,0.9100090563297272,0.001,0.03197580044498426,0.506988631695509,1.9415744009017943
63,7008.798689289999,7173,455,1000.0,455000,-42.05763172912598,444000,0.9054634869098663,0.001,0.03377513037079574,0.5129152185320854,1.9086895974874496
63,7009.190802759999,7183,456,1000.0,456000,-41.98372654724121,445000,0.9189983069896698,0.001,0.028388629541499576,0.4384761179685593,1.8851862425804138
63,7011.477026719999,7193,457,1000.0,457000,-41.90062003326416,446000,0.9177534282207489,0.001,0.03189138100887153,0.4942154906988144,1.872035423874855
63,7009.5352004199995,7203,458,1000.0,458000,-41.807843811035156,447000,0.9212118148803711,0.001,0.03255425800217663,0.49233479791879653,1.8686528866291046
63,7009.326378919999,7213,459,1000.0,459000,-41.824856452941894,448000,0.907073301076889,0.001,0.03342400332783555,0.4833538215756416,1.7737262469530106
63,7009.7745202900005,7223,460,1000.0,460000,-41.74085192108154,449000,0.898051506280899,0.001,0.03202907163278783,0.50058984079957,1.8801266052722931
63,7005.952889070001,7233,461,1000.0,461000,-41.88700411987305,450000,0.9165469169616699,0.001,0.034197011286368546,0.5349117603898048,1.8555595072507858
63,7009.83170304,7243,462,1000.0,462000,-41.765936752319334,451000,0.9234788239002227,0.001,0.030695686970122083,0.4823100266456604,1.8718854064941406
63,7010.863796570001,7253,463,1000.0,463000,-41.78082152557373,452000,0.8920957267284393,0.001,0.031084292743244844,0.49815204280614855,1.8648090788125993
63,7010.51939978,7263,464,1000.0,464000,-41.776352264404295,453000,0.923045414686203,0.001,0.03380659057821517,0.5329981545507908,1.7754067198038102
63,7013.124724759999,7273,465,1000.0,465000,-41.80886442565918,454000,0.9254943311214447,0.001,0.030879732738324714,0.5022575894594192,1.805325615465641
63,7013.231202949999,7283,466,1000.0,466000,-41.81755110931397,455000,0.9113313138484955,0.001,0.0316110702099701,0.47349058178067205,1.8252804456949234
64,7017.130532759999,7293,467,1000.0,467000,-41.70284718322754,456000,0.9170503735542297,0.001,0.030542357494463813,0.4854378499984741,1.7921414029598237
64,7021.3672039699995,7303,468,1000.0,468000,-41.616662307739254,457000,0.9001259922981262,0.001,0.03020958884523464,0.47867501065135004,1.804581855535507
64,7021.064207,7313,469,1000.0,469000,-41.41825535583496,458000,0.9270606458187103,0.001,0.030284335345241626,0.4713022302389145,1.772866868674755
64,7023.73964646,7323,470,1000.0,470000,-41.38619610595703,459000,0.9286651372909546,0.001,0.032361565243517784,0.49026122906804087,1.6956010115742683
64,7026.842766519999,7333,471,1000.0,471000,-41.37601921081543,460000,0.9172555327415466,0.001,0.030909725023610227,0.48703876650333405,1.6902462896108628
64,7030.8138794199995,7343,472,1000.0,472000,-41.251483390808104,461000,0.9020295739173889,0.001,0.030599969394981656,0.4869894208014011,1.6101093281507493
64,7039.38194989,7353,473,1000.0,473000,-41.29489405822754,462000,0.9255196928977967,0.001,0.0312928519830093,0.5029715231060982,1.6495333598256112
64,7041.64442006,7363,474,1000.0,474000,-41.19830152893066,463000,0.9180007696151733,0.001,0.03285761001857851,0.5054954798817635,1.6256601380109788
64,7040.239974069999,7373,475,1000.0,475000,-41.232113151550294,464000,0.9319205462932587,0.001,0.03123345694773618,0.47845029923319815,1.6279254797101022
64,7036.383018769999,7383,476,1000.0,476000,-41.25969786834717,465000,0.9253060519695282,0.001,0.03444094209029054,0.5267673964202404,1.6584937611222268
64,7038.727644279999,7393,477,1000.0,477000,-41.149675163269045,466000,0.9212778091430665,0.001,0.03431158087619276,0.5183340072035789,1.6297834855914115
64,7046.69906569,7403,478,1000.0,478000,-41.21402613830566,467000,0.9188228487968445,0.001,0.03193677125293108,0.4862534608244896,1.6201819867491722
64,7049.976298200001,7413,479,1000.0,479000,-41.326238746643064,468000,0.9464150786399841,0.001,0.030108024311640225,0.4927252848446369,1.6523799795508385
64,7050.179104600001,7423,480,1000.0,480000,-41.0982670135498,469000,0.9170240163803101,0.001,0.029297389822245366,0.4659057446420193,1.6193908296823503
64,7048.57424433,7433,481,1000.0,481000,-41.10903052520752,470000,0.9240050733089447,0.001,0.03220086849278936,0.5299290843605995,1.5572500165700913
64,7051.849206270001,7443,482,1000.0,482000,-41.14888203430176,471000,0.948649114370346,0.001,0.03295314711501384,0.5009670386016369,1.610069709122181
64,7054.667838720001,7453,483,1000.0,483000,-41.177952377319336,472000,0.9524042427539825,0.001,0.033901072884264735,0.5192089773714542,1.594952192425728
64,7054.109886069999,7463,484,1000.0,484000,-41.24486362457275,473000,0.9341388523578644,0.001,0.030269507885042023,0.5182663757801056,1.637264596760273
64,7050.0304830800005,7473,485,1000.0,485000,-41.15243980407715,474000,0.9513259887695312,0.001,0.029550946916334232,0.5086141972243786,1.5930387927293777
64,7053.8113759100015,7483,486,1000.0,486000,-41.15415592193604,475000,0.9409441113471985,0.001,0.03083418823083917,0.49837583804130553,1.5672726060152053
64,7054.458984180001,7493,487,1000.0,487000,-41.17060752105713,476000,0.9396719396114349,0.001,0.03275713705929323,0.5344164116978646,1.5546095375418663
65,7054.944506240001,7503,488,1000.0,488000,-41.037272354125975,477000,0.934779042005539,0.001,0.03020026585389246,0.47202345517277716,1.5461072518229484
65,7060.136446970002,7513,489,1000.0,489000,-40.92923370361328,478000,0.9436250567436218,0.001,0.02961376530756469,0.48449436542391777,1.4635176926255227
65,7062.910625070001,7523,490,1000.0,490000,-40.91526602935791,479000,0.9648275554180146,0.001,0.03135249960417993,0.5190528719425201,1.4317784494161605
65,7060.572426679999,7533,491,1000.0,491000,-40.82249552154541,480000,0.9385232627391815,0.001,0.02925681989612784,0.47157169005274774,1.393089659512043
65,7063.005084870001,7543,492,1000.0,492000,-40.71923764801026,481000,0.959336233139038,0.001,0.03167766334045773,0.4996270540654659,1.4397676427960395
65,7066.311053120002,7553,493,1000.0,493000,-40.73162355041504,482000,0.9435103356838226,0.001,0.030026367985948575,0.49519801077246667,1.3825621547698974
65,7068.90897555,7563,494,1000.0,494000,-40.784559547424315,483000,0.9243037521839141,0.001,0.031037943693621506,0.5065634476840496,1.3301984421014785
65,7069.5397737700005,7573,495,1000.0,495000,-40.741466896057126,484000,0.9327497601509094,0.001,0.030543560209599883,0.5105484392642975,1.367819762468338
65,7070.21857939,7583,496,1000.0,496000,-40.75115146636963,485000,0.9517763078212738,0.001,0.029288335568974526,0.4903402495086193,1.3535316753387452
65,7064.58890084,7593,497,1000.0,497000,-40.74143711853027,486000,0.9627066075801849,0.001,0.03180088044571631,0.5144917688667774,1.3626538271307944
65,7064.48257123,7603,498,1000.0,498000,-40.62213287353516,487000,0.9473808288574219,0.001,0.0313307279729688,0.5200698453485966,1.3791703087091447
65,7066.076131,7613,499,1000.0,499000,-40.663117729187015,488000,0.9331934511661529,0.001,0.028935649622029755,0.49481516087055205,1.4152624898552895
65,7066.647664789999,7623,500,1000.0,500000,-40.574380714416506,489000,0.9405672490596771,0.001,0.028394235351373122,0.47195678314566614,1.3773594672083855
65,7069.29935048,7633,501,1000.0,501000,-40.597286712646486,490000,0.9410474061965942,0.001,0.0324575834704259,0.5238547883629799,1.3965445973277093
65,7068.700097129999,7643,502,1000.0,502000,-40.602960639953615,491000,0.9655382037162781,0.001,0.02870782806887696,0.4968262722492218,1.3772052774429322
65,7065.05699785,7653,503,1000.0,503000,-40.467396850585935,492000,0.9564215779304505,0.001,0.029192814924050674,0.48925419852137564,1.3543018851876258
65,7066.801763889999,7663,504,1000.0,504000,-40.43674816131592,493000,0.9550507426261902,0.001,0.029887841008427837,0.5154339185953141,1.3535781327486038
65,7067.88752642,7673,505,1000.0,505000,-40.411839324951174,494000,0.9454745590686798,0.001,0.030110839378616867,0.4990723468363285,1.3232149186730384
65,7068.099504979999,7683,506,1000.0,506000,-40.53234478759766,495000,0.9553080081939698,0.001,0.03014421298588703,0.5333011201322079,1.3740661202073097
65,7064.80637228,7693,507,1000.0,507000,-40.64635375213623,496000,0.9382370471954345,0.001,0.03345259686068026,0.567178320735693,1.3346397166252135
65,7061.00602454,7703,508,1000.0,508000,-40.65446164703369,497000,0.9590555787086487,0.001,0.031026130651454265,0.5313372994661332,1.3351565702557564
65,7060.327282200001,7713,509,1000.0,509000,-40.63443571472168,498000,0.9442255437374115,0.001,0.027632263338112733,0.48843331390619277,1.3488505549430847
66,7060.452700819999,7723,510,1000.0,510000,-40.65281882476807,499000,0.964829832315445,0.001,0.03155037160152568,0.5135850477814674,1.3377686406373979
66,7061.475030749999,7733,511,1000.0,511000,-40.57741831207275,500000,0.960010427236557,0.001,0.03197547217903859,0.5284044498503209,1.3306421811580658
66,7060.699927859999,7744,512,1000.0,512000,-40.59374836730957,501000,0.9670341908931732,0.001,0.029531780643862273,0.5037229214906692,1.3349834414124488
66,7060.502173010001,7754,513,1000.0,513000,-40.54522696685791,502000,0.9586913466453553,0.001,0.03136934269935497,0.5252999728322029,1.3285976437926292
66,7059.53947912,7764,514,1000.0,514000,-40.69290691375733,503000,0.9514820396900177,0.001,0.03243763552283975,0.5508483917415142,1.3390120848417282
66,7060.435573870001,7774,515,1000.0,515000,-40.664066688537595,504000,0.95553839802742,0.001,0.03006254622347198,0.5148304269611835,1.3494390505552292
66,7059.74904054,7784,516,1000.0,516000,-40.607543869018556,505000,0.9604696035385132,0.001,0.02852117051757708,0.5051574014723301,1.318158287346363
66,7059.709239490001,7794,517,1000.0,517000,-40.7350154876709,506000,0.9707606375217438,0.001,0.031361386011740044,0.5051013979911804,1.3193651802539825
66,7061.8247703199995,7804,518,1000.0,518000,-40.59773747253418,507000,0.9672209799289704,0.001,0.031169008794607076,0.5309981904923916,1.321379811346531
66,7060.872166900001,7814,519,1000.0,519000,-40.51523665618897,508000,0.9663962483406067,0.001,0.030286579343934687,0.5131964563727379,1.3096753615140915
66,7063.27416963,7824,520,1000.0,520000,-40.50289613342285,509000,0.9575053930282593,0.001,0.028189768164352234,0.49737567162513735,1.2834638929367066
66,7063.05496382,7834,521,1000.0,521000,-40.458980575561526,510000,0.9670891046524048,0.001,0.03025500095337043,0.518268042087555,1.2875946424007416
66,7060.63860763,7844,522,1000.0,522000,-40.36618138885498,511000,0.9726505935192108,0.001,0.030381223136176926,0.5267838288545609,1.269656297147274
66,7058.992764020001,7854,523,1000.0,523000,-40.44624711608887,512000,0.9747731745243072,0.001,0.028910114578924534,0.5051722943186759,1.2806155105233192
66,7056.72472614,7864,524,1000.0,524000,-40.307361518859864,513000,0.9529129445552826,0.001,0.028579849836640997,0.502286021977663,1.2472397669553756
66,7055.15325273,7874,525,1000.0,525000,-40.32467640686035,514000,0.9726328074932098,0.001,0.03156304053329226,0.5490815962553024,1.2765401523113251
66,7054.865951869998,7884,526,1000.0,526000,-40.22677236175537,515000,0.9954006552696228,0.001,0.02806229590530152,0.49955742314457896,1.2397127875685692
66,7054.489604519999,7894,527,1000.0,527000,-40.150973876953124,516000,0.9708240509033204,0.001,0.030075109507730086,0.509506858497858,1.2551996475458145
66,7054.892847069999,7904,528,1000.0,528000,-39.94556530761719,517000,0.9897679686546326,0.001,0.02727443310984247,0.48559259167313573,1.2344909426569939
66,7050.165241979999,7914,529,1000.0,529000,-39.89935685729981,518000,0.9644294857978821,0.001,0.02810760976326004,0.5000788604915142,1.2329887694120407
66,7047.51845127,7924,530,1000.0,530000,-39.791416221618654,519000,0.9718761146068573,0.001,0.029359526059608086,0.5067623544037342,1.1903146582245827
66,7053.14356437,7934,531,1000.0,531000,-39.80595668792725,520000,0.9734039664268493,0.001,0.027881255884616193,0.5004512456357479,1.1800266015529632
66,7054.605132079999,7944,532,1000.0,532000,-39.81879114532471,521000,0.9696605443954468,0.001,0.028650712872867197,0.5216666024625302,1.177566008388996
67,7055.25873248,7954,533,1000.0,533000,-39.8409475402832,522000,0.975262027978897,0.001,0.03187947777798407,0.5523745860457421,1.2003461202383041
67,7059.531523849999,7964,534,1000.0,534000,-39.72961001586914,523000,0.9824918627738952,0.001,0.026932376890152137,0.4907877922654152,1.168319569647312
67,7059.04842334,7974,535,1000.0,535000,-39.84845941162109,524000,0.978168535232544,0.001,0.030382519538675847,0.5304037912189961,1.1509507942795754
67,7059.769242029999,7985,536,1000.0,536000,-39.88251333618164,525000,0.9686488747596741,0.001,0.030302198045064368,0.5393540449738502,1.1710735328793527
67,7060.848854279999,7995,537,1000.0,537000,-39.7385933380127,526000,0.9873665750026703,0.001,0.029320082255443646,0.50360867908597,1.1646939800977707
67,7061.39012772,8005,538,1000.0,538000,-39.87865393829345,527000,0.9971258342266083,0.001,0.030712326018844868,0.5420353902876377,1.1562640383839606
67,7070.228381489999,8015,539,1000.0,539000,-39.86789512634277,528000,0.968299287557602,0.001,0.032007307871399854,0.5640876039266586,1.193688581466675
67,7069.183554940001,8025,540,1000.0,540000,-39.769555656433106,529000,0.9670406937599182,0.001,0.026468218524741845,0.49456320303678514,1.1617254420518874
67,7074.546342730001,8035,541,1000.0,541000,-39.74439130401611,530000,0.9833398461341858,0.001,0.029471962763653492,0.5235591415762901,1.1685033225417136
67,7073.449400960001,8045,542,1000.0,542000,-39.750373649597165,531000,0.9717459797859191,0.001,0.03144121682181209,0.5332663051784039,1.1399758484959603
67,7070.04517483,8055,543,1000.0,543000,-39.725428329467775,532000,0.9657922148704529,0.001,0.028771599709427404,0.5203866200447083,1.1400109642148017
67,7074.97665432,8065,544,1000.0,544000,-39.57010635375977,533000,0.9809731364250183,0.001,0.028489854270342882,0.5119970280230045,1.111127865254879
67,7077.115904949999,8075,545,1000.0,545000,-39.62491407012939,534000,0.9693317174911499,0.001,0.029387044645433118,0.5379158861637116,1.1203545417785645
67,7076.08523388,8085,546,1000.0,546000,-39.610848121643066,535000,0.984712541103363,0.001,0.030727635743490654,0.5509191738367081,1.1350094286203385
67,7078.6463613999995,8095,547,1000.0,547000,-39.55618077850342,536000,0.9885511815547943,0.001,0.027320926071202522,0.5050415197312832,1.124566888988018
67,7074.764127880001,8105,548,1000.0,548000,-39.54321130371094,537000,0.9641551077365875,0.001,0.027571248183635853,0.49824910214543344,1.0820312246084214
67,7072.321899340001,8115,549,1000.0,549000,-39.5137060546875,538000,0.9783531546592712,0.001,0.028982718599754317,0.5540534820854663,1.0885229058861732
67,7071.86815457,8125,550,1000.0,550000,-39.38530451965332,539000,1.0035161197185516,0.001,0.026848437226608828,0.5050802651941776,1.0886957148909568
67,7074.620384760001,8135,551,1000.0,551000,-39.30805419921875,540000,0.9727129518985749,0.001,0.02858798859772764,0.5230743437409401,1.0786237608790397
67,7074.193391220001,8145,552,1000.0,552000,-39.182860229492185,541000,0.9917221307754517,0.001,0.028094120560406104,0.5042433712184429,1.0642135176062584
67,7070.310860830001,8155,553,1000.0,553000,-39.195119880676266,542000,0.9739962935447692,0.001,0.02808464500250811,0.5187553514838219,1.0487144539952278
67,7070.38125272,8165,554,1000.0,554000,-39.21973976135254,543000,0.9750482499599457,0.001,0.029621493171350665,0.5472152511179447,1.0243561305999755
67,7070.134896209999,8175,555,1000.0,555000,-39.00295412445068,544000,0.9663748800754547,0.001,0.026559026144134055,0.4872984736263752,1.0465786755681037
67,7071.109123079999,8185,556,1000.0,556000,-39.101986137390135,545000,0.9863605320453643,0.001,0.02898615522823393,0.527321459710598,1.006324074447155
67,7067.54842128,8196,557,1000.0,557000,-39.04521054840088,546000,0.9776928842067718,0.001,0.029935370914405155,0.5530728404223919,1.067884485065937
67,7067.45721327,8206,558,1000.0,558000,-39.05157424926758,547000,0.9752966940402985,0.001,0.02701281796557805,0.5086950499117374,1.0545097162723542
68,7067.82752595,8216,559,1000.0,559000,-38.96773114013672,548000,0.9564167082309722,0.001,0.029255901410052094,0.5413361742198467,1.057879944741726
68,7069.0690796,8226,560,1000.0,560000,-39.04360310363769,549000,0.9852089643478393,0.001,0.02939789675971762,0.527080117046833,1.0539761831760406
68,7073.94623718,8236,561,1000.0,561000,-38.88611447143555,550000,0.9777098178863526,0.001,0.028973273039902228,0.5043105770647526,1.0597632330060005
68,7065.674379150001,8246,562,1000.0,562000,-38.842958221435545,551000,0.9932110011577606,0.001,0.027523433214838647,0.5152310812473297,1.0513428324460983
68,7064.83688586,8256,563,1000.0,563000,-38.85504133605957,552000,0.9917306661605835,0.001,0.030242340127124276,0.5463301119804382,1.0622554389238357
68,7068.90046494,8266,564,1000.0,564000,-38.82004801940918,553000,0.980019497871399,0.001,0.02833382854842328,0.5061513934731483,1.0517448095679283
68,7062.173464909999,8276,565,1000.0,565000,-38.730957740783694,554000,0.9839732348918915,0.001,0.028116416185402286,0.5245378968417644,1.0265636640787124
68,7062.572423040001,8286,566,1000.0,566000,-38.7468431930542,555000,0.9890293002128601,0.001,0.027675772948236137,0.5224325785636902,1.0147333964705467
68,7061.466970449999,8296,567,1000.0,567000,-38.63908385467529,556000,0.9899023830890655,0.001,0.02728695904761721,0.5166356557011604,1.0068625559806823
68,7062.9226609,8306,568,1000.0,568000,-38.60554220581054,557000,0.9819095253944397,0.001,0.027247787722304795,0.5069195232689381,1.011240467786789
68,7062.40348398,8316,569,1000.0,569000,-38.543734016418455,558000,0.9772453904151917,0.001,0.030019216675794703,0.5348722423613071,0.9989343418478965
68,7060.1850684500005,8326,570,1000.0,570000,-38.53243825531006,559000,1.0044582426548003,0.001,0.02917243536664702,0.5249982374310493,1.028494600236416
68,7058.51158632,8336,571,1000.0,571000,-38.47465763854981,560000,1.0063030242919921,0.001,0.028026928401551045,0.5328235491514206,1.0208588374257088
68,7057.24333972,8346,572,1000.0,572000,-38.523652870178225,561000,0.9905202984809875,0.001,0.028148522182598484,0.5291833585798741,0.9843398097157479
68,7053.28446764,8356,573,1000.0,573000,-38.41733689880371,562000,0.9978785216808319,0.001,0.027102824091774908,0.5262502922713757,0.9917978373169899
68,7054.39480355,8367,574,1000.0,574000,-38.31413567352295,563000,0.9882570981979371,0.001,0.026225964347121187,0.5068043994009495,0.9770834197998047
68,7054.746025869998,8377,575,1000.0,575000,-38.135401679992675,564000,1.010474294424057,0.001,0.026283816740068383,0.49575729078054426,0.9780638036727906
68,7058.435323189999,8387,576,1000.0,576000,-38.181382667541506,565000,0.999879115819931,0.001,0.027977144478991977,0.5119268608093261,0.9760208041071892
68,7056.384596129999,8397,577,1000.0,577000,-38.11965086364746,566000,1.0020993411540986,0.001,0.02998783880808135,0.5469610087871551,0.960360789835453
68,7054.232010429999,8407,578,1000.0,578000,-38.01676284790039,567000,0.9923161923885345,0.001,0.025237755548557728,0.49352870708703994,0.9510339698195458
68,7052.059841319999,8418,579,1000.0,579000,-38.12868593597412,568000,1.0049985885620116,0.001,0.028118011413652527,0.5318795038461686,0.9536669169664382
68,7050.108831919999,8428,580,1000.0,580000,-37.95339218902588,569000,0.9923811912536621,0.001,0.028220516122378404,0.5239692042469979,0.9538077214360237
68,7052.96099352,8439,581,1000.0,581000,-37.99550110626221,570000,0.995423424243927,0.001,0.027831358918355538,0.5236282043159008,0.933557555437088
68,7054.492652819999,8449,582,1000.0,582000,-38.08441825866699,571000,0.9986236870288849,0.001,0.03063742572615776,0.5641664727926254,0.9530460852980613
68,7057.41357632,8459,583,1000.0,583000,-37.884672798156735,572000,0.9909325480461121,0.001,0.025530671115965357,0.519985377907753,0.9435477328896522
68,7054.720135499999,8469,584,1000.0,584000,-37.882480422973636,573000,0.9977691829204559,0.001,0.026959102484579285,0.507369606256485,0.9379330714941024
68,7059.371769589999,8479,585,1000.0,585000,-37.90467709350586,574000,1.0120417952537537,0.001,0.029374773037272036,0.5620883046686649,0.9430214303731919
69,7058.15407598,8489,586,1000.0,586000,-37.78018463897705,575000,1.0001050591468812,0.001,0.025353035733347316,0.48647860684990885,0.9372206982374192
69,7057.68789777,8499,587,1000.0,587000,-37.745068298339845,576000,1.017707633972168,0.001,0.026454404761672053,0.5004520155489445,0.8834234912991523
69,7059.6462777100005,8509,588,1000.0,588000,-37.71957537841797,577000,0.9919003129005433,0.001,0.026460393195302898,0.5230218733847142,0.9014381389915943
69,7059.83765437,8519,589,1000.0,589000,-37.66534920501709,578000,0.9973554372787475,0.001,0.028588088083605516,0.5380561650395393,0.8717481270432472
69,7058.482220129999,8529,590,1000.0,590000,-37.60192013549805,579000,0.9969976365566253,0.001,0.027866155076707592,0.5402867383062839,0.9009808812439442
69,7064.143461569999,8539,591,1000.0,591000,-37.643741981506345,580000,0.9867457449436188,0.001,0.027836536759004323,0.5450625722110272,0.8937952829003334
69,7062.64339878,8549,592,1000.0,592000,-37.60521141052246,581000,1.0024940848350525,0.001,0.027483294088895736,0.5256438478827477,0.891289896607399
69,7057.623332039999,8559,593,1000.0,593000,-37.52062413787842,582000,1.0265503585338593,0.001,0.027307021283776035,0.5098101797997951,0.9085671219825745
69,7057.7252079400005,8569,594,1000.0,594000,-37.45234490966797,583000,1.0034603953361512,0.001,0.027824406051219105,0.5278204751014709,0.915445567727089
69,7054.83341065,8579,595,1000.0,595000,-37.60957865905762,584000,0.9910857319831848,0.001,0.030105300985775327,0.5697443675398827,0.9289862515926361
69,7055.06053052,8589,596,1000.0,596000,-37.63696376800537,585000,1.018204641342163,0.001,0.029501441952208753,0.5368711193799972,0.9231805827617645
69,7058.452704740001,8599,597,1000.0,597000,-37.35074169921875,586000,1.0234521508216858,0.001,0.025279143610807346,0.48726917976140977,0.9232360363602639
69,7059.6198079099995,8610,598,1000.0,598000,-37.340404945373535,587000,1.0122921824455262,0.001,0.02547169795381481,0.5064964601993561,0.8923817856907844
69,7056.91506087,8620,599,1000.0,599000,-37.327172187805175,588000,1.0048100113868714,0.001,0.026861622416420212,0.5428376155793667,0.894052078127861
69,7056.89067642,8630,600,1000.0,600000,-37.3542469329834,589000,1.0116486251354218,0.001,0.029640505607101773,0.5532932273447514,0.9041858761906624
69,7053.370305110001,8640,601,1000.0,601000,-37.295815605163575,590000,1.0215775549411774,0.001,0.026459945053379435,0.5135858259201049,0.9036367540359497
69,7052.23988921,8650,602,1000.0,602000,-37.26221098327637,591000,1.0179880738258362,0.001,0.026732776859558684,0.5307802467942238,0.8882413836717605
69,7054.564441180001,8660,603,1000.0,603000,-37.12520726013184,592000,1.0144722938537598,0.001,0.027001699670132752,0.521606692969799,0.8749476540088653
69,7052.13186106,8670,604,1000.0,604000,-37.08072750091553,593000,1.0200534522533418,0.001,0.026565876830309847,0.5164994309842587,0.8551510927081108
69,7052.657094689999,8680,605,1000.0,605000,-37.08567618560791,594000,1.0210041880607605,0.001,0.027745353015147193,0.5371823925077915,0.8597247282862663
69,7052.55613417,8690,606,1000.0,606000,-37.164149406433104,595000,1.007796549797058,0.001,0.03002166173786626,0.5514750524759292,0.8967246004939079
69,7056.664865240001,8700,607,1000.0,607000,-37.07687085723877,596000,1.0060777068138123,0.001,0.028258437792221505,0.5257084754109382,0.8821376112699508
69,7057.603194519999,8710,608,1000.0,608000,-37.13389669036865,597000,1.0076888442039489,0.001,0.02781757115635572,0.5407257098853588,0.8751450064182281
